2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.2,0.339,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.2,0.339,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.2,0.339,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.2,0.339,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.2,0.339,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.2,0.339,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.2,0.339,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.2,0.339,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.16,0.323,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-28,CON,Olivia Nelson-Ododa,rebounds,6.5,2.18,0.331,3
2026-07-29,GS,Veronica Burton,pts_reb,15.5,1.8,0.11,3
2026-07-29,GS,Veronica Burton,pts_reb,15.5,1.8,0.11,3
2026-07-30,TOR,Nyara Sabally,rebounds,4.5,2.14,0.172,3
2026-07-30,TOR,Nyara Sabally,rebounds,4.5,2.14,0.172,3
2026-07-30,TOR,Nyara Sabally,rebounds,4.5,2.12,0.165,3
